case_criminal_id,case_id,criminal_id,role_in_case
14492,7164,3840,Expert Witness
14493,7164,3611,Expert Witness
14494,7164,4425,Suspect
14495,7165,754,Witness
14496,7165,2727,Informant
14497,7165,3058,Co-accused
14498,7166,2954,Witness
14499,7166,2332,Complainant
14500,7166,4190,Expert Witness
14501,7167,4345,Witness
14502,7167,488,Co-accused
14503,7167,4974,Complainant
14504,7168,1790,Expert Witness
14505,7169,1865,Complainant
14506,7170,808,Complainant
14507,7170,3693,Witness
14508,7171,3079,Complainant
14509,7172,3483,Victim
14510,7173,1862,Suspect
14511,7174,1329,Witness
14512,7174,3372,Co-accused
14513,7174,2454,Witness
14514,7175,3423,Witness
14515,7175,3385,Victim
14516,7175,2587,Accused
14517,7176,2279,Complainant
14518,7176,3411,Co-accused
14519,7177,2373,Informant
14520,7178,2409,Expert Witness
14521,7179,4628,Co-accused
14522,7180,4130,Victim
14523,7181,1752,Suspect
14524,7182,465,Informant
14525,7182,1657,Complainant
14526,7182,505,Co-accused
14527,7183,2691,Informant
14528,7183,650,Accused
14529,7184,2359,Victim
14530,7184,3005,Victim
14531,7185,1335,Victim
14532,7185,4130,Accused
14533,7186,3725,Accused
14534,7186,1370,Co-accused
14535,7186,1473,Victim
14536,7187,46,Witness
14537,7187,1761,Co-accused
14538,7188,2614,Co-accused
14539,7188,3544,Victim
14540,7188,4654,Co-accused
14541,7189,4839,Complainant
14542,7189,1213,Expert Witness
14543,7190,1990,Suspect
14544,7191,3826,Co-accused
14545,7192,835,Victim
14546,7192,231,Accused
14547,7192,770,Complainant
14548,7192,1774,Complainant
14549,7193,3256,Victim
14550,7193,3154,Informant
14551,7193,890,Expert Witness
14552,7193,158,Accused
14553,7194,589,Accused
14554,7195,557,Witness
14555,7196,1723,Co-accused
14556,7196,428,Suspect
14557,7196,1818,Accused
14558,7197,4598,Victim
14559,7197,4138,Suspect
14560,7198,2773,Witness
14561,7198,200,Informant
14562,7199,3245,Witness
14563,7199,3543,Expert Witness
14564,7199,4824,Co-accused
14565,7200,774,Witness
14566,7201,303,Co-accused
14567,7201,604,Informant
14568,7202,2190,Co-accused
14569,7202,161,Victim
14570,7202,2574,Complainant
14571,7203,3933,Victim
14572,7204,1897,Complainant
14573,7204,1968,Victim
14574,7204,4583,Victim
14575,7205,440,Witness
14576,7206,807,Accused
14577,7207,1060,Co-accused
14578,7207,4890,Co-accused
14579,7208,690,Complainant
14580,7209,1196,Witness
14581,7209,1446,Co-accused
14582,7209,2289,Complainant
14583,7209,1579,Complainant
14584,7210,1417,Expert Witness
14585,7211,661,Co-accused
14586,7211,4394,Informant
14587,7211,1575,Co-accused
14588,7211,1600,Accused
14589,7212,2660,Informant
14590,7213,4325,Co-accused
14591,7214,2677,Co-accused
14592,7214,4222,Informant
14593,7215,1609,Victim
14594,7215,4424,Complainant
14595,7215,659,Expert Witness
14596,7216,4780,Co-accused
14597,7217,648,Witness
14598,7218,4518,Suspect
14599,7218,254,Expert Witness
14600,7219,1918,Co-accused
14601,7220,986,Suspect
14602,7221,3963,Co-accused
14603,7221,4657,Suspect
14604,7221,1126,Complainant
14605,7222,2026,Informant
14606,7223,3533,Complainant
14607,7223,2306,Victim
14608,7223,2098,Witness
14609,7223,2495,Informant
14610,7223,1640,Co-accused
14611,7224,2797,Informant
14612,7225,3384,Complainant
14613,7225,2091,Complainant
14614,7226,1112,Witness
14615,7226,640,Witness
14616,7226,3984,Accused
14617,7226,4637,Expert Witness
14618,7227,2212,Victim
14619,7227,3746,Suspect
14620,7227,2721,Victim
14621,7228,150,Expert Witness
14622,7228,1345,Complainant
14623,7228,3456,Victim
14624,7229,900,Victim
14625,7230,646,Victim
14626,7230,4801,Complainant
14627,7231,2014,Victim
14628,7232,776,Suspect
14629,7233,2066,Expert Witness
14630,7234,4224,Expert Witness
14631,7235,2816,Victim
14632,7236,1012,Complainant
14633,7237,1488,Expert Witness
14634,7237,478,Complainant
14635,7237,4047,Accused
14636,7238,4778,Victim
14637,7238,4899,Informant
14638,7238,3214,Informant
14639,7239,2560,Victim
14640,7239,2546,Complainant
14641,7240,1210,Informant
14642,7240,3970,Accused
14643,7241,4040,Co-accused
14644,7242,182,Co-accused
14645,7243,2501,Accused
14646,7243,2844,Accused
14647,7243,1353,Co-accused
14648,7243,4806,Co-accused
14649,7243,4738,Complainant
14650,7244,1940,Expert Witness
14651,7244,4387,Accused
14652,7244,3281,Expert Witness
14653,7245,2475,Expert Witness
14654,7245,439,Accused
14655,7246,2422,Expert Witness
14656,7247,4663,Victim
14657,7247,4506,Accused
14658,7247,4670,Co-accused
14659,7247,4195,Complainant
14660,7248,263,Expert Witness
14661,7248,1978,Informant
14662,7249,4686,Accused
14663,7249,2988,Victim
14664,7250,4228,Complainant
14665,7251,1727,Complainant
14666,7252,4823,Witness
14667,7253,1980,Witness
14668,7254,2543,Victim
14669,7255,2324,Suspect
14670,7256,4420,Accused
14671,7256,4907,Victim
14672,7256,2652,Informant
14673,7257,1646,Co-accused
14674,7258,3626,Witness
14675,7258,3584,Complainant
14676,7259,1284,Informant
14677,7259,4550,Informant
14678,7260,3292,Informant
14679,7260,4615,Suspect
14680,7261,276,Informant
14681,7261,1783,Expert Witness
14682,7261,4705,Co-accused
14683,7262,2440,Suspect
14684,7263,260,Witness
14685,7263,1357,Victim
14686,7264,2727,Accused
14687,7264,3928,Expert Witness
14688,7264,2531,Informant
14689,7265,33,Informant
14690,7266,639,Informant
14691,7267,2744,Complainant
14692,7267,4101,Suspect
14693,7268,4775,Informant
14694,7269,2141,Informant
14695,7270,2802,Informant
14696,7271,3259,Complainant
14697,7271,1523,Co-accused
14698,7272,3190,Informant
14699,7272,4739,Victim
14700,7272,1619,Expert Witness
14701,7273,1189,Co-accused
14702,7274,2885,Complainant
14703,7274,1356,Suspect
14704,7275,3525,Accused
14705,7276,4426,Expert Witness
14706,7276,3770,Witness
14707,7277,468,Complainant
14708,7277,1219,Victim
14709,7278,2964,Complainant
14710,7279,3253,Witness
14711,7279,3257,Victim
14712,7279,2704,Suspect
14713,7280,3888,Expert Witness
14714,7281,514,Expert Witness
14715,7282,144,Suspect
14716,7283,4324,Victim
14717,7283,2647,Complainant
14718,7284,2090,Co-accused
14719,7284,1601,Accused
14720,7285,3225,Witness
14721,7285,2098,Co-accused
14722,7286,807,Suspect
14723,7287,4638,Complainant
14724,7287,2974,Witness
14725,7288,969,Witness
14726,7288,135,Complainant
14727,7289,2360,Victim
14728,7290,4267,Informant
14729,7290,4154,Expert Witness
14730,7290,2414,Informant
14731,7290,2780,Victim
14732,7291,3297,Informant
14733,7292,4678,Complainant
14734,7292,3231,Expert Witness
14735,7292,4092,Accused
14736,7293,1763,Informant
14737,7294,3688,Expert Witness
14738,7294,2047,Expert Witness
14739,7295,2704,Co-accused
14740,7296,2879,Co-accused
14741,7296,4705,Informant
14742,7297,985,Witness
14743,7298,2258,Complainant
14744,7298,4212,Co-accused
14745,7299,2508,Victim
14746,7300,1164,Suspect
14747,7300,3020,Accused
14748,7301,4329,Expert Witness
14749,7301,4241,Informant
14750,7302,4673,Accused
14751,7303,4747,Accused
14752,7304,2232,Expert Witness
14753,7305,1290,Accused
14754,7305,2078,Witness
14755,7306,4239,Complainant
14756,7307,3522,Co-accused
14757,7307,4689,Witness
14758,7307,2307,Co-accused
14759,7308,2582,Expert Witness
14760,7309,2831,Witness
14761,7310,4584,Witness
14762,7310,1177,Complainant
14763,7310,4712,Co-accused
14764,7311,3097,Suspect
14765,7311,2941,Suspect
14766,7312,4523,Witness
14767,7312,4771,Witness
14768,7312,3072,Witness
14769,7313,3898,Complainant
14770,7313,817,Complainant
14771,7313,4405,Complainant
14772,7313,3041,Co-accused
14773,7314,2849,Victim
14774,7314,1897,Informant
14775,7315,3190,Expert Witness
14776,7315,873,Victim
14777,7316,4346,Complainant
14778,7316,2107,Suspect
14779,7317,267,Witness
14780,7318,3048,Suspect
14781,7318,2878,Victim
14782,7318,3631,Informant
14783,7319,4644,Co-accused
14784,7319,2376,Accused
14785,7320,2395,Complainant
14786,7321,937,Suspect
14787,7321,2805,Victim
14788,7321,1481,Victim
14789,7322,4404,Witness
14790,7323,2953,Co-accused
14791,7323,4183,Accused
14792,7323,2787,Expert Witness
14793,7323,4866,Witness
14794,7324,1656,Complainant
14795,7325,1343,Complainant
14796,7325,4056,Victim
14797,7326,4890,Informant
14798,7326,3037,Informant
14799,7327,3635,Witness
14800,7327,1184,Accused
14801,7328,2946,Suspect
14802,7328,4178,Witness
14803,7329,2076,Victim
14804,7330,961,Expert Witness
14805,7331,1448,Expert Witness
14806,7331,3659,Victim
14807,7332,1124,Suspect
14808,7332,2009,Victim
14809,7332,2182,Informant
14810,7332,522,Witness
14811,7333,4912,Suspect
14812,7333,2620,Suspect
14813,7334,4004,Complainant
14814,7334,2471,Informant
14815,7334,4642,Expert Witness
14816,7335,3894,Accused
14817,7336,3624,Accused
14818,7337,4538,Complainant
14819,7337,154,Accused
14820,7337,4621,Complainant
14821,7338,879,Suspect
14822,7338,2748,Co-accused
14823,7339,3730,Victim
14824,7339,482,Suspect
14825,7339,290,Complainant
14826,7339,1374,Accused
14827,7340,866,Informant
14828,7341,2580,Victim
14829,7341,331,Complainant
14830,7341,1075,Informant
14831,7341,3577,Informant
14832,7342,4220,Accused
14833,7343,2123,Suspect
14834,7343,1912,Complainant
14835,7343,881,Co-accused
14836,7344,3214,Co-accused
14837,7345,621,Suspect
14838,7345,4419,Co-accused
14839,7345,809,Complainant
14840,7345,3351,Accused
14841,7346,1942,Expert Witness
14842,7347,3500,Expert Witness
14843,7347,126,Victim
14844,7347,3656,Expert Witness
14845,7347,290,Co-accused
14846,7348,2764,Witness
14847,7349,1956,Witness
14848,7349,1325,Accused
14849,7349,1141,Accused
14850,7350,2111,Suspect
14851,7350,318,Suspect
14852,7351,3244,Witness
14853,7351,1027,Expert Witness
14854,7351,913,Witness
14855,7352,3350,Co-accused
14856,7352,1657,Witness
14857,7353,625,Co-accused
14858,7354,3682,Victim
14859,7355,1692,Victim
14860,7355,1884,Suspect
14861,7355,4602,Informant
14862,7356,2591,Expert Witness
14863,7356,2981,Co-accused
14864,7357,3927,Suspect
14865,7358,1803,Co-accused
14866,7359,2533,Accused
14867,7360,848,Informant
14868,7360,1489,Complainant
14869,7361,4731,Informant
14870,7361,4291,Victim
14871,7361,635,Suspect
14872,7362,1568,Suspect
14873,7362,1948,Expert Witness
14874,7363,3080,Suspect
14875,7364,4629,Co-accused
14876,7365,454,Informant
14877,7365,2625,Suspect
14878,7365,2767,Accused
14879,7365,278,Suspect
14880,7366,1867,Expert Witness
14881,7366,3942,Complainant
14882,7367,4251,Informant
14883,7368,4955,Complainant
14884,7368,2040,Expert Witness
14885,7369,3412,Accused
14886,7369,4794,Complainant
14887,7369,2022,Co-accused
14888,7370,164,Co-accused
14889,7371,3725,Victim
14890,7372,2465,Accused
14891,7373,3154,Accused
14892,7373,2796,Witness
14893,7373,2833,Accused
14894,7373,2300,Victim
14895,7374,1739,Witness
14896,7375,679,Suspect
14897,7376,2944,Accused
14898,7376,3565,Victim
14899,7377,2770,Victim
14900,7378,1751,Suspect
14901,7378,5,Suspect
14902,7379,246,Accused
14903,7379,4132,Witness
14904,7380,4677,Suspect
14905,7381,547,Accused
14906,7381,2481,Witness
14907,7382,4834,Informant
14908,7382,4550,Victim
14909,7382,3425,Accused
14910,7382,2297,Co-accused
14911,7383,2261,Suspect
14912,7383,2679,Expert Witness
14913,7383,3927,Complainant
14914,7384,2964,Witness
14915,7385,780,Informant
14916,7385,2898,Informant
14917,7385,3235,Expert Witness
14918,7385,4642,Expert Witness
14919,7386,2482,Co-accused
14920,7386,4964,Informant
14921,7386,4622,Suspect
14922,7387,4667,Expert Witness
14923,7387,1932,Expert Witness
14924,7388,4580,Co-accused
14925,7388,4001,Witness
14926,7389,3500,Witness
14927,7389,505,Informant
14928,7389,21,Informant
14929,7389,3949,Victim
14930,7390,518,Victim
14931,7390,2171,Accused
14932,7390,1891,Informant
14933,7391,4474,Complainant
14934,7391,3978,Co-accused
14935,7392,3112,Witness
14936,7393,2445,Accused
14937,7394,1107,Suspect
14938,7395,4140,Informant
14939,7396,1413,Expert Witness
14940,7397,7,Expert Witness
14941,7397,1929,Suspect
14942,7398,4729,Expert Witness
14943,7398,4302,Expert Witness
14944,7399,4183,Accused
14945,7400,1848,Expert Witness
14946,7401,4348,Witness
14947,7401,107,Victim
14948,7402,2571,Victim
14949,7402,2240,Complainant
14950,7402,223,Victim
14951,7403,1846,Informant
14952,7403,3921,Informant
14953,7403,2342,Accused
14954,7403,4812,Co-accused
14955,7404,4035,Complainant
14956,7404,4888,Victim
14957,7405,2553,Complainant
14958,7405,4224,Complainant
14959,7406,4535,Informant
14960,7406,1269,Suspect
14961,7406,2737,Suspect
14962,7407,2884,Accused
14963,7408,764,Co-accused
14964,7408,4364,Co-accused
14965,7408,361,Suspect
14966,7409,2249,Accused
14967,7409,2111,Co-accused
14968,7410,3798,Expert Witness
14969,7411,549,Victim
14970,7411,2328,Victim
14971,7412,4437,Accused
14972,7413,3465,Complainant
14973,7413,3961,Informant
14974,7414,1113,Witness
14975,7414,4714,Co-accused
14976,7415,671,Informant
14977,7415,2265,Suspect
14978,7415,331,Complainant
14979,7416,2383,Informant
14980,7416,2712,Victim
14981,7416,1875,Expert Witness
14982,7416,2570,Witness
14983,7417,4432,Accused
14984,7417,4076,Complainant
14985,7417,3105,Witness
14986,7418,825,Victim
14987,7419,4200,Accused
14988,7420,3066,Informant
14989,7421,2344,Informant
14990,7421,2804,Expert Witness
14991,7422,1538,Complainant
14992,7423,4903,Accused
14993,7423,1925,Victim
14994,7423,4255,Witness
14995,7424,1060,Co-accused
14996,7424,1596,Accused
14997,7425,3862,Suspect
14998,7425,1106,Complainant
14999,7426,4146,Co-accused
15000,7426,1785,Complainant
15001,7426,660,Witness
15002,7427,3256,Co-accused
15003,7428,365,Accused
15004,7428,4075,Complainant
15005,7428,601,Complainant
15006,7428,2842,Expert Witness
15007,7429,2196,Informant
15008,7430,1758,Informant
15009,7431,4976,Expert Witness
15010,7431,3090,Accused
15011,7431,3209,Expert Witness
15012,7431,1429,Accused
15013,7432,3283,Expert Witness
15014,7432,269,Complainant
15015,7432,1763,Expert Witness
15016,7432,2684,Complainant
15017,7433,2170,Co-accused
15018,7433,2240,Suspect
15019,7434,666,Co-accused
15020,7434,3461,Expert Witness
15021,7435,3734,Co-accused
15022,7436,4361,Accused
15023,7437,1584,Witness
15024,7437,286,Expert Witness
15025,7437,4900,Victim
15026,7438,2501,Complainant
15027,7438,1721,Suspect
15028,7438,1187,Suspect
15029,7438,1120,Co-accused
15030,7438,4807,Victim
15031,7439,1714,Co-accused
15032,7439,484,Victim
15033,7440,1249,Expert Witness
15034,7440,3649,Complainant
15035,7440,706,Informant
15036,7441,1202,Suspect
15037,7441,286,Suspect
15038,7442,3513,Complainant
15039,7442,4411,Victim
15040,7443,4737,Witness
15041,7443,2504,Suspect
15042,7443,3789,Suspect
15043,7443,4892,Witness
15044,7444,1962,Victim
15045,7444,2797,Accused
15046,7444,2844,Co-accused
15047,7445,3119,Expert Witness
15048,7445,45,Accused
15049,7445,2132,Informant
15050,7446,2472,Expert Witness
15051,7447,3542,Complainant
15052,7447,92,Suspect
15053,7448,138,Suspect
15054,7449,2858,Complainant
15055,7450,140,Victim
15056,7450,3327,Suspect
15057,7450,3236,Witness
15058,7450,3903,Co-accused
15059,7451,4108,Accused
15060,7451,4951,Witness
15061,7451,3492,Informant
15062,7451,2213,Accused
15063,7452,2475,Witness
15064,7453,2550,Informant
15065,7453,213,Co-accused
15066,7454,2322,Accused
15067,7454,15,Expert Witness
15068,7454,3177,Informant
15069,7455,336,Co-accused
15070,7455,1863,Expert Witness
15071,7455,3911,Witness
15072,7455,1141,Victim
15073,7456,3951,Suspect
15074,7456,1652,Victim
15075,7456,2624,Informant
15076,7457,2734,Co-accused
15077,7457,2275,Accused
15078,7457,2872,Suspect
15079,7458,176,Victim
15080,7459,3642,Witness
15081,7459,3036,Accused
15082,7459,3276,Expert Witness
15083,7460,3053,Co-accused
15084,7461,2492,Complainant
15085,7462,4738,Victim
15086,7462,2292,Witness
15087,7463,795,Suspect
15088,7463,2102,Accused
15089,7464,4210,Complainant
15090,7465,2840,Expert Witness
15091,7466,3764,Expert Witness
15092,7466,1717,Co-accused
15093,7467,3729,Informant
15094,7468,4353,Expert Witness
15095,7469,3626,Accused
15096,7470,46,Informant
15097,7471,2351,Complainant
15098,7472,4321,Expert Witness
15099,7472,1667,Informant
15100,7473,932,Witness
15101,7474,2182,Complainant
15102,7475,1021,Expert Witness
15103,7476,4148,Victim
15104,7477,2962,Suspect
15105,7477,1860,Victim
15106,7477,3080,Suspect
15107,7477,231,Expert Witness
15108,7477,2461,Co-accused
15109,7478,138,Co-accused
15110,7478,2776,Witness
15111,7478,151,Victim
15112,7479,2564,Victim
15113,7480,1010,Accused
15114,7480,4984,Complainant
15115,7481,1819,Co-accused
15116,7482,360,Informant
15117,7482,1291,Witness
15118,7482,21,Accused
15119,7482,1956,Co-accused
15120,7482,4404,Informant
15121,7483,2159,Informant
15122,7483,2902,Informant
15123,7484,11,Accused
15124,7485,2779,Victim
15125,7485,4032,Victim
15126,7486,4214,Co-accused
15127,7487,3840,Witness
15128,7487,95,Expert Witness
15129,7488,123,Witness
15130,7488,1755,Informant
15131,7489,1924,Informant
15132,7489,4004,Informant
15133,7490,60,Expert Witness
15134,7490,2348,Complainant
15135,7490,2482,Co-accused
15136,7490,4073,Expert Witness
15137,7491,2277,Informant
15138,7491,1451,Informant
15139,7491,1267,Expert Witness
15140,7491,1458,Victim
15141,7492,572,Informant
15142,7492,824,Informant
15143,7493,3997,Victim
15144,7493,2391,Victim
15145,7493,1163,Co-accused
15146,7493,1649,Victim
15147,7494,3780,Victim
15148,7494,2236,Co-accused
15149,7495,3922,Co-accused
15150,7495,3573,Complainant
15151,7496,4844,Victim
15152,7496,4088,Witness
15153,7496,2641,Co-accused
15154,7497,4757,Suspect
15155,7498,1231,Witness
15156,7498,1715,Witness
15157,7499,503,Co-accused
15158,7499,3159,Co-accused
15159,7500,3534,Expert Witness
15160,7501,3592,Victim
15161,7502,2760,Complainant
15162,7503,2648,Informant
15163,7503,190,Co-accused
15164,7504,3772,Victim
15165,7504,389,Accused
15166,7505,1875,Informant
15167,7505,4282,Informant
15168,7506,2685,Victim
15169,7506,951,Complainant
15170,7507,4705,Witness
15171,7507,587,Complainant
15172,7508,3721,Complainant
15173,7508,101,Expert Witness
15174,7509,666,Victim
15175,7510,3966,Informant
15176,7510,3058,Accused
15177,7510,402,Victim
15178,7511,2583,Co-accused
15179,7511,2680,Victim
15180,7512,3882,Informant
15181,7513,2386,Witness
15182,7513,4942,Complainant
15183,7513,1527,Suspect
15184,7514,2403,Witness
15185,7514,3654,Expert Witness
15186,7514,4056,Victim
15187,7515,1275,Victim
15188,7515,4588,Informant
15189,7515,2586,Expert Witness
15190,7516,1432,Complainant
15191,7516,4300,Complainant
15192,7516,2795,Co-accused
15193,7517,3648,Suspect
15194,7518,421,Complainant
15195,7518,4063,Victim
15196,7519,2497,Complainant
15197,7519,3990,Expert Witness
15198,7519,3197,Expert Witness
15199,7520,3055,Co-accused
15200,7520,3073,Co-accused
15201,7520,4043,Informant
15202,7521,2690,Expert Witness
15203,7521,2632,Informant
15204,7521,1750,Victim
15205,7521,3069,Accused
15206,7522,556,Victim
15207,7522,730,Accused
15208,7522,2306,Victim
15209,7523,894,Witness
15210,7524,608,Suspect
15211,7524,4513,Victim
15212,7525,3099,Victim
15213,7525,2734,Expert Witness
15214,7525,1753,Victim
15215,7526,4616,Complainant
15216,7526,78,Suspect
15217,7526,1768,Accused
15218,7527,3854,Co-accused
15219,7527,4709,Suspect
15220,7528,1300,Co-accused
15221,7528,3145,Expert Witness
15222,7528,901,Co-accused
15223,7529,114,Witness
15224,7529,627,Complainant
15225,7530,3934,Witness
15226,7530,1087,Co-accused
15227,7531,3609,Informant
15228,7532,4333,Co-accused
15229,7533,3604,Complainant
15230,7534,3114,Witness
15231,7535,4922,Expert Witness
15232,7536,3332,Accused
15233,7536,3069,Informant
15234,7536,2329,Informant
15235,7537,4086,Co-accused
15236,7537,2208,Witness
15237,7537,954,Co-accused
15238,7538,4427,Expert Witness
15239,7539,4020,Complainant
15240,7540,4771,Informant
15241,7540,2051,Victim
15242,7540,3595,Suspect
15243,7541,3660,Victim
15244,7541,4640,Accused
15245,7541,1879,Witness
15246,7542,2150,Victim
15247,7542,3570,Witness
15248,7543,4437,Witness
15249,7543,2126,Co-accused
15250,7543,3478,Victim
15251,7543,3626,Suspect
15252,7544,3308,Witness
15253,7544,956,Suspect
15254,7545,4405,Expert Witness
15255,7545,3812,Witness
15256,7546,2442,Witness
15257,7547,4093,Informant
15258,7548,1801,Victim
15259,7548,1212,Victim
15260,7549,1788,Accused
15261,7550,4281,Accused
15262,7550,2434,Co-accused
15263,7551,460,Expert Witness
15264,7552,2997,Victim
15265,7552,2700,Witness
15266,7552,1193,Witness
15267,7553,2572,Victim
15268,7553,67,Victim
15269,7553,900,Informant
15270,7553,86,Complainant
15271,7554,4029,Co-accused
15272,7555,4829,Witness
15273,7555,3345,Accused
15274,7556,1419,Suspect
15275,7557,699,Informant
15276,7557,560,Suspect
15277,7558,4599,Co-accused
15278,7558,3301,Victim
15279,7558,4826,Expert Witness
15280,7559,1187,Complainant
15281,7559,334,Accused
15282,7560,4035,Accused
15283,7561,2909,Suspect
15284,7561,3109,Accused
15285,7561,3515,Suspect
15286,7562,4737,Complainant
15287,7563,2577,Expert Witness
15288,7563,4688,Complainant
15289,7564,2007,Co-accused
15290,7564,3848,Accused
15291,7565,3780,Accused
15292,7565,3666,Expert Witness
15293,7566,1697,Accused
15294,7567,94,Victim
15295,7567,2898,Expert Witness
15296,7568,675,Complainant
15297,7569,1964,Complainant
15298,7570,1967,Complainant
15299,7570,3383,Co-accused
15300,7571,1239,Expert Witness
15301,7571,1959,Complainant
15302,7572,1461,Victim
15303,7572,4992,Complainant
15304,7573,1807,Informant
15305,7573,3955,Suspect
15306,7573,1030,Accused
15307,7573,319,Witness
15308,7573,734,Suspect
15309,7574,4031,Informant
15310,7575,4545,Accused
15311,7576,282,Witness
15312,7576,2515,Accused
15313,7576,3828,Informant
15314,7576,3085,Informant
15315,7577,4201,Complainant
15316,7578,4422,Co-accused
15317,7578,1850,Suspect
15318,7578,3100,Complainant
15319,7579,4685,Expert Witness
15320,7580,2405,Informant
15321,7581,2694,Co-accused
15322,7582,4223,Suspect
15323,7582,4638,Informant
15324,7582,768,Expert Witness
15325,7583,51,Co-accused
15326,7583,1296,Informant
15327,7584,1385,Informant
15328,7585,3983,Expert Witness
15329,7586,4938,Informant
15330,7586,2861,Expert Witness
15331,7587,4764,Suspect
15332,7587,471,Complainant
15333,7587,4296,Accused
15334,7588,2212,Complainant
15335,7588,2127,Accused
15336,7589,4570,Victim
15337,7589,849,Witness
15338,7590,2683,Suspect
15339,7590,4453,Witness
15340,7591,161,Witness
15341,7591,2986,Victim
15342,7591,1042,Expert Witness
15343,7592,1115,Expert Witness
15344,7592,3247,Co-accused
15345,7592,1741,Complainant
15346,7593,414,Complainant
15347,7594,4765,Expert Witness
15348,7595,3547,Expert Witness
15349,7596,1676,Expert Witness
15350,7596,4808,Expert Witness
15351,7596,3079,Witness
15352,7596,19,Accused
15353,7596,3503,Informant
15354,7597,1500,Informant
15355,7597,2601,Expert Witness
15356,7598,558,Victim
15357,7598,4741,Expert Witness
15358,7599,4396,Victim
15359,7599,3870,Suspect
15360,7600,2725,Witness
15361,7601,4531,Victim
15362,7601,1282,Complainant
15363,7601,4480,Co-accused
15364,7602,1302,Victim
15365,7603,4020,Complainant
15366,7603,3682,Co-accused
15367,7603,4835,Co-accused
15368,7604,2582,Informant
15369,7605,3497,Victim
15370,7606,2823,Victim
15371,7606,64,Co-accused
15372,7607,400,Accused
15373,7608,3058,Witness
15374,7609,4955,Expert Witness
15375,7610,4910,Accused
15376,7610,432,Co-accused
15377,7610,4681,Co-accused
15378,7611,2909,Complainant
15379,7612,85,Expert Witness
15380,7612,2673,Expert Witness
15381,7613,1213,Witness
15382,7614,1764,Expert Witness
15383,7614,4669,Expert Witness
15384,7615,2223,Accused
15385,7616,729,Informant
15386,7617,2410,Accused
15387,7618,3907,Suspect
15388,7618,4590,Expert Witness
15389,7619,3340,Complainant
15390,7620,3013,Suspect
15391,7621,254,Suspect
15392,7621,3220,Expert Witness
15393,7621,2889,Victim
15394,7622,1573,Co-accused
15395,7622,2545,Suspect
15396,7623,1765,Complainant
15397,7624,2782,Witness
15398,7625,1860,Witness
15399,7626,3171,Informant
15400,7626,871,Suspect
15401,7627,279,Victim
15402,7627,3284,Complainant
15403,7627,3668,Expert Witness
15404,7628,4691,Informant
15405,7629,3364,Accused
15406,7630,3660,Complainant
15407,7630,2629,Co-accused
15408,7631,3680,Expert Witness
15409,7631,1475,Co-accused
15410,7631,2704,Witness
15411,7631,1696,Accused
15412,7632,31,Victim
15413,7633,3023,Expert Witness
15414,7633,1442,Complainant
15415,7633,1190,Victim
15416,7633,4571,Accused
15417,7634,2914,Victim
15418,7635,1506,Informant
15419,7635,622,Expert Witness
15420,7636,2227,Co-accused
15421,7637,2301,Witness
15422,7637,787,Witness
15423,7638,1990,Informant
15424,7639,3476,Informant
15425,7640,3557,Accused
15426,7640,417,Co-accused
15427,7640,3727,Informant
15428,7640,2604,Informant
15429,7640,2409,Witness
15430,7641,1404,Accused
15431,7642,2010,Expert Witness
15432,7643,63,Victim
15433,7644,4349,Complainant
15434,7644,2743,Co-accused
15435,7645,4421,Witness
15436,7645,2734,Complainant
15437,7646,3137,Informant
15438,7647,521,Complainant
15439,7648,1510,Informant
15440,7648,2350,Victim
15441,7648,4639,Informant
15442,7649,4308,Expert Witness
15443,7650,4802,Victim
15444,7650,1589,Accused
15445,7651,4992,Victim
15446,7651,717,Expert Witness
15447,7652,797,Complainant
15448,7653,112,Complainant
15449,7653,3839,Witness
15450,7653,2962,Co-accused
15451,7654,4298,Co-accused
15452,7655,4954,Co-accused
15453,7655,2462,Suspect
15454,7655,1077,Victim
15455,7655,1710,Accused
15456,7656,3082,Suspect
15457,7656,2066,Co-accused
15458,7656,1876,Informant
15459,7656,2787,Expert Witness
15460,7657,3889,Complainant
15461,7657,2044,Complainant
15462,7657,4871,Complainant
15463,7658,26,Suspect
15464,7658,665,Suspect
15465,7658,1204,Victim
15466,7659,933,Expert Witness
15467,7659,1774,Witness
15468,7660,553,Victim
15469,7661,4603,Co-accused
15470,7661,2835,Expert Witness
15471,7662,2315,Informant
15472,7662,418,Victim
15473,7662,599,Accused
15474,7663,2461,Co-accused
15475,7664,3616,Witness
15476,7665,3355,Expert Witness
15477,7665,1249,Expert Witness
15478,7666,853,Expert Witness
15479,7666,968,Suspect
15480,7666,4151,Accused
15481,7667,1504,Suspect
15482,7667,2914,Complainant
15483,7667,1300,Informant
15484,7668,71,Witness
15485,7668,2163,Expert Witness
15486,7669,725,Complainant
15487,7669,4912,Co-accused
15488,7670,14,Accused
15489,7671,2121,Expert Witness
15490,7671,284,Expert Witness
15491,7672,4153,Informant
15492,7672,2559,Victim
15493,7672,2074,Expert Witness
15494,7673,1162,Co-accused
15495,7674,2709,Suspect
15496,7674,442,Informant
15497,7674,3499,Expert Witness
15498,7675,529,Complainant
15499,7676,2623,Victim
15500,7677,323,Victim
15501,7677,353,Witness
15502,7678,3443,Witness
15503,7679,3373,Co-accused
15504,7679,3793,Informant
15505,7680,1997,Victim
15506,7681,3486,Suspect
15507,7682,4602,Complainant
15508,7682,4519,Co-accused
15509,7683,2394,Witness
