case_id,fir_id,court_id,start_date,status,verdict
5339,5339,51,24-05-2022,Acquitted,Suspended Sentence
5340,5340,4,14-04-2025,Convicted,Probation
5341,5341,62,23-01-2025,Acquitted,Fine Imposed
5342,5342,26,05-08-2023,Investigation,Fine Imposed
5343,5343,51,20-04-2023,Appeal,
5344,5344,34,30-08-2024,Trial,Pending
5345,5345,54,04-10-2025,Closed,
5346,5346,19,15-08-2024,Transferred,Acquitted
5347,5347,58,18-10-2020,Suspended,Acquitted
5348,5348,27,05-10-2025,Investigation,Case Dismissed
5349,5349,41,21-02-2025,Transferred,Life Imprisonment
5350,5350,74,18-11-2021,Pending,
5351,5351,38,04-10-2021,Suspended,Probation
5352,5352,50,23-08-2024,Investigation,Pending
5353,5353,27,13-07-2024,Investigation,
5354,5354,52,13-08-2024,Acquitted,Compensation Ordered
5355,5355,47,02-07-2022,Appeal,
5356,5356,46,20-05-2021,Closed,Guilty
5357,5357,13,23-08-2023,Acquitted,Compensation Ordered
5358,5358,3,03-02-2024,Acquitted,Acquitted
5359,5359,64,13-07-2023,Suspended,
5360,5360,20,26-03-2022,Trial,Acquitted
5361,5361,68,28-09-2024,Investigation,Probation
5362,5362,49,30-06-2024,Closed,Community Service
5363,5363,43,06-08-2021,Trial,Bail Granted
5364,5364,45,20-07-2024,Closed,
5365,5365,29,12-09-2025,Convicted,Probation
5366,5366,42,09-11-2024,Closed,Case Dismissed
5367,5367,7,08-07-2022,Pending,Death Sentence
5368,5368,59,05-09-2024,Transferred,Probation
5369,5369,22,03-11-2023,Appeal,Parole
5370,5370,74,29-12-2023,Transferred,
5371,5371,19,20-10-2023,Investigation,Life Imprisonment
5372,5372,17,18-10-2022,Investigation,
5373,5373,16,06-10-2022,Investigation,Community Service
5374,5374,46,03-01-2024,Suspended,Probation
5375,5375,56,01-08-2022,Appeal,Parole
5376,5376,63,07-05-2024,Investigation,
5377,5377,35,21-07-2024,Suspended,Suspended Sentence
5378,5378,70,20-04-2025,Investigation,Pending
5379,5379,42,24-05-2024,Acquitted,Guilty
5380,5380,54,02-09-2025,Appeal,Bail Granted
5381,5381,53,26-02-2024,Investigation,Suspended Sentence
5382,5382,27,05-10-2025,Pending,Compensation Ordered
5383,5383,21,05-08-2025,Closed,
5384,5384,69,12-09-2025,Suspended,Guilty
5385,5385,50,19-04-2024,Appeal,Death Sentence
5386,5386,71,01-01-2025,Closed,Life Imprisonment
5387,5387,56,28-01-2024,Suspended,Bail Granted
5388,5388,19,30-08-2024,Closed,
5389,5389,59,22-08-2023,Convicted,Case Dismissed
5390,5390,9,12-04-2023,Convicted,Pending
5391,5391,38,29-09-2025,Closed,Death Sentence
5392,5392,8,30-12-2022,Suspended,Death Sentence
5393,5393,75,03-11-2024,Convicted,Suspended Sentence
5394,5394,59,22-08-2024,Investigation,Probation
5395,5395,75,10-11-2024,Investigation,Guilty
5396,5396,9,26-06-2021,Suspended,Life Imprisonment
5397,5397,57,17-09-2025,Appeal,Fine Imposed
5398,5398,55,17-11-2024,Closed,Suspended Sentence
5399,5399,16,23-05-2024,Transferred,Life Imprisonment
5400,5400,24,02-03-2024,Trial,Community Service
5401,5401,57,26-04-2024,Investigation,
5402,5402,66,26-03-2025,Investigation,Pending
5403,5403,18,13-03-2023,Investigation,Community Service
5404,5404,70,03-08-2024,Pending,Life Imprisonment
5405,5405,53,06-05-2023,Appeal,
5406,5406,11,26-12-2021,Closed,
5407,5407,20,12-05-2022,Trial,
5408,5408,13,08-03-2025,Trial,Pending
5409,5409,60,27-02-2021,Transferred,Life Imprisonment
5410,5410,35,25-03-2023,Trial,
5411,5411,25,15-08-2025,Closed,Compensation Ordered
5412,5412,55,31-05-2024,Trial,Community Service
5413,5413,36,18-05-2024,Suspended,
5414,5414,3,24-09-2021,Acquitted,Acquitted
5415,5415,1,05-09-2024,Suspended,Suspended Sentence
5416,5416,6,20-11-2022,Convicted,
5417,5417,7,10-04-2024,Pending,
5418,5418,53,03-07-2025,Investigation,
5419,5419,13,01-07-2024,Pending,Probation
5420,5420,21,06-01-2023,Convicted,
5421,5421,29,16-08-2024,Convicted,Bail Granted
5422,5422,21,25-07-2023,Acquitted,Parole
5423,5423,46,08-03-2024,Convicted,Life Imprisonment
5424,5424,18,11-11-2022,Transferred,
5425,5425,35,25-04-2025,Transferred,Probation
5426,5426,56,17-01-2024,Pending,Fine Imposed
5427,5427,23,16-06-2025,Convicted,Case Dismissed
5428,5428,75,21-02-2025,Transferred,Guilty
5429,5429,65,12-12-2024,Transferred,
5430,5430,58,14-07-2025,Pending,Bail Granted
5431,5431,21,31-07-2025,Acquitted,Suspended Sentence
5432,5432,39,03-01-2021,Trial,Compensation Ordered
5433,5433,60,31-01-2023,Convicted,Pending
5434,5434,65,10-09-2022,Suspended,Guilty
5435,5435,21,22-07-2024,Closed,Guilty
5436,5436,21,08-02-2025,Investigation,Acquitted
5437,5437,22,02-04-2023,Acquitted,Acquitted
5438,5438,40,28-02-2025,Suspended,Bail Granted
5439,5439,1,14-01-2025,Appeal,
5440,5440,49,28-02-2025,Convicted,
5441,5441,39,21-11-2023,Pending,Bail Granted
5442,5442,48,06-03-2025,Investigation,Guilty
5443,5443,26,02-10-2025,Acquitted,Compensation Ordered
5444,5444,55,15-11-2024,Investigation,
5445,5445,60,24-11-2023,Transferred,Compensation Ordered
5446,5446,66,02-01-2024,Appeal,Bail Granted
5447,5447,60,01-07-2025,Convicted,Death Sentence
5448,5448,58,21-06-2024,Trial,Guilty
5449,5449,41,11-12-2022,Investigation,
5450,5450,40,02-10-2024,Convicted,Death Sentence
5451,5451,54,29-04-2024,Closed,Pending
5452,5452,8,01-04-2022,Acquitted,Death Sentence
5453,5453,7,24-07-2025,Appeal,
5454,5454,14,04-05-2025,Convicted,
5455,5455,35,26-01-2023,Convicted,Pending
5456,5456,17,15-08-2024,Investigation,Pending
5457,5457,14,05-02-2024,Trial,Suspended Sentence
5458,5458,47,21-01-2023,Convicted,
5459,5459,15,21-09-2022,Investigation,Acquitted
5460,5460,2,17-04-2024,Pending,Acquitted
5461,5461,17,15-10-2024,Appeal,Fine Imposed
5462,5462,17,17-06-2021,Appeal,Community Service
5463,5463,12,08-11-2022,Appeal,
5464,5464,75,10-07-2024,Transferred,Parole
5465,5465,56,23-02-2024,Pending,
5466,5466,24,15-05-2023,Investigation,
5467,5467,46,24-01-2023,Suspended,Life Imprisonment
5468,5468,30,04-07-2025,Trial,Acquitted
5469,5469,5,15-02-2022,Appeal,Case Dismissed
5470,5470,38,19-01-2023,Closed,Community Service
5471,5471,7,13-07-2023,Convicted,
5472,5472,47,02-04-2023,Transferred,Probation
5473,5473,15,15-06-2025,Closed,
5474,5474,8,07-02-2024,Trial,Life Imprisonment
5475,5475,2,02-06-2022,Trial,Guilty
5476,5476,45,01-05-2023,Pending,Death Sentence
5477,5477,70,13-03-2021,Suspended,Pending
5478,5478,19,13-01-2025,Transferred,Life Imprisonment
5479,5479,19,23-09-2023,Convicted,Case Dismissed
5480,5480,34,11-07-2025,Trial,Bail Granted
5481,5481,67,16-03-2024,Suspended,Death Sentence
5482,5482,42,07-12-2020,Convicted,Probation
5483,5483,2,26-12-2024,Pending,Parole
5484,5484,51,02-02-2025,Acquitted,Pending
5485,5485,3,07-07-2023,Convicted,
5486,5486,73,05-02-2022,Investigation,Community Service
5487,5487,31,12-05-2021,Transferred,
5488,5488,27,02-05-2025,Convicted,Parole
5489,5489,17,09-07-2023,Trial,Probation
5490,5490,20,11-02-2024,Appeal,Death Sentence
5491,5491,39,27-05-2023,Trial,Suspended Sentence
5492,5492,65,19-11-2024,Investigation,Probation
5493,5493,50,10-09-2022,Suspended,
5494,5494,60,31-03-2023,Convicted,Life Imprisonment
5495,5495,42,10-09-2025,Acquitted,
5496,5496,32,13-11-2023,Pending,Acquitted
5497,5497,70,25-06-2023,Investigation,Probation
5498,5498,62,30-08-2024,Suspended,Pending
5499,5499,1,26-07-2021,Transferred,
5500,5500,61,26-09-2024,Acquitted,Compensation Ordered
5501,5501,59,02-10-2025,Pending,Fine Imposed
5502,5502,32,29-04-2024,Transferred,Probation
5503,5503,70,24-09-2022,Convicted,Suspended Sentence
5504,5504,47,29-04-2023,Closed,
5505,5505,39,02-11-2023,Closed,Fine Imposed
5506,5506,25,14-10-2024,Pending,Parole
5507,5507,9,09-02-2025,Transferred,Case Dismissed
5508,5508,45,13-07-2025,Convicted,Bail Granted
5509,5509,11,25-04-2021,Investigation,Probation
5510,5510,42,16-12-2022,Pending,Suspended Sentence
5511,5511,1,09-03-2025,Trial,Community Service
5512,5512,39,30-01-2024,Transferred,Parole
5513,5513,19,05-12-2022,Suspended,
5514,5514,20,30-10-2023,Appeal,Compensation Ordered
5515,5515,59,29-08-2024,Suspended,Compensation Ordered
5516,5516,73,28-11-2023,Transferred,Compensation Ordered
5517,5517,70,21-09-2022,Appeal,Pending
5518,5518,29,31-08-2023,Trial,Life Imprisonment
5519,5519,4,23-02-2025,Pending,Bail Granted
5520,5520,26,22-09-2025,Trial,Community Service
5521,5521,14,23-08-2025,Suspended,Pending
5522,5522,20,16-01-2023,Acquitted,
5523,5523,47,27-06-2025,Trial,
5524,5524,45,30-03-2024,Suspended,Parole
5525,5525,30,14-12-2024,Trial,Guilty
5526,5526,1,14-08-2023,Investigation,Acquitted
5527,5527,20,27-12-2024,Transferred,
5528,5528,58,23-01-2023,Suspended,
5529,5529,23,03-04-2023,Trial,Community Service
5530,5530,38,13-11-2021,Acquitted,Parole
5531,5531,42,08-02-2025,Acquitted,Community Service
5532,5532,53,20-01-2024,Investigation,Guilty
5533,5533,35,12-05-2023,Transferred,Fine Imposed
5534,5534,39,17-12-2024,Investigation,Bail Granted
5535,5535,48,19-11-2024,Investigation,Compensation Ordered
5536,5536,6,03-06-2023,Pending,Probation
5537,5537,50,13-05-2025,Suspended,Acquitted
5538,5538,36,11-11-2024,Pending,Pending
5539,5539,24,05-03-2025,Closed,Bail Granted
5540,5540,14,10-10-2023,Trial,
5541,5541,55,16-02-2024,Closed,Community Service
5542,5542,51,19-03-2025,Acquitted,Pending
5543,5543,54,05-01-2021,Pending,
5544,5544,63,05-11-2023,Convicted,Acquitted
5545,5545,59,20-04-2025,Acquitted,Fine Imposed
5546,5546,13,27-08-2025,Acquitted,
5547,5547,7,06-08-2025,Closed,Life Imprisonment
5548,5548,35,19-12-2023,Trial,Case Dismissed
5549,5549,23,29-03-2023,Pending,Compensation Ordered
5550,5550,70,01-05-2024,Investigation,Bail Granted
5551,5551,38,05-07-2023,Acquitted,Suspended Sentence
5552,5552,12,06-08-2024,Trial,Parole
5553,5553,30,21-09-2021,Closed,Compensation Ordered
5554,5554,3,09-04-2022,Suspended,Parole
5555,5555,21,21-10-2023,Closed,Case Dismissed
5556,5556,60,26-03-2023,Transferred,
5557,5557,37,19-11-2023,Transferred,
5558,5558,46,12-10-2021,Acquitted,Parole
5559,5559,8,25-10-2022,Suspended,Community Service
5560,5560,24,21-07-2023,Appeal,Acquitted
5561,5561,63,10-11-2021,Pending,
5562,5562,9,03-11-2021,Convicted,Death Sentence
5563,5563,65,27-02-2021,Pending,Community Service
5564,5564,58,10-10-2024,Investigation,
5565,5565,33,16-05-2023,Investigation,Pending
5566,5566,23,02-07-2025,Trial,Pending
5567,5567,44,12-10-2022,Trial,Community Service
5568,5568,10,10-08-2021,Pending,Compensation Ordered
5569,5569,6,26-12-2022,Investigation,Pending
5570,5570,63,03-05-2021,Acquitted,
5571,5571,46,29-10-2023,Convicted,Case Dismissed
5572,5572,37,29-03-2024,Closed,Death Sentence
5573,5573,61,13-05-2025,Suspended,Compensation Ordered
5574,5574,66,19-06-2025,Pending,Compensation Ordered
5575,5575,56,12-03-2021,Acquitted,
5576,5576,61,01-11-2024,Trial,Life Imprisonment
5577,5577,18,06-10-2025,Closed,
5578,5578,43,13-10-2022,Convicted,Community Service
5579,5579,67,30-08-2025,Acquitted,Bail Granted
5580,5580,4,31-08-2023,Closed,Community Service
5581,5581,24,26-12-2023,Suspended,
5582,5582,58,22-05-2025,Closed,Life Imprisonment
5583,5583,58,22-07-2024,Trial,Parole
5584,5584,31,14-09-2023,Investigation,Fine Imposed
5585,5585,40,30-03-2025,Transferred,Acquitted
5586,5586,35,08-08-2024,Pending,Probation
5587,5587,59,14-09-2025,Convicted,Case Dismissed
5588,5588,43,15-01-2024,Appeal,Compensation Ordered
5589,5589,44,30-10-2023,Convicted,Pending
5590,5590,49,15-03-2025,Pending,Case Dismissed
5591,5591,33,16-04-2023,Acquitted,Life Imprisonment
5592,5592,29,16-06-2025,Appeal,Pending
5593,5593,30,13-05-2023,Convicted,
5594,5594,38,22-10-2023,Trial,Parole
5595,5595,17,19-12-2022,Investigation,
5596,5596,7,30-04-2025,Appeal,Probation
5597,5597,8,08-10-2023,Transferred,Guilty
5598,5598,32,01-06-2025,Investigation,Guilty
5599,5599,66,30-03-2024,Convicted,Acquitted
5600,5600,14,20-07-2024,Trial,Suspended Sentence
5601,5601,31,29-08-2021,Acquitted,Death Sentence
5602,5602,61,23-06-2023,Suspended,
5603,5603,74,17-03-2025,Suspended,Life Imprisonment
5604,5604,15,11-01-2024,Trial,Death Sentence
5605,5605,62,08-11-2021,Closed,Suspended Sentence
5606,5606,56,22-03-2025,Transferred,Guilty
5607,5607,58,18-04-2024,Pending,Life Imprisonment
5608,5608,33,19-10-2023,Appeal,Bail Granted
5609,5609,54,03-02-2022,Closed,Acquitted
5610,5610,47,03-07-2025,Convicted,
5611,5611,25,31-05-2024,Appeal,
5612,5612,2,17-05-2025,Suspended,Compensation Ordered
5613,5613,30,27-09-2024,Convicted,Suspended Sentence
5614,5614,57,27-07-2024,Investigation,Acquitted
5615,5615,50,25-04-2024,Trial,
5616,5616,27,29-01-2021,Appeal,Probation
5617,5617,7,21-01-2023,Acquitted,Fine Imposed
5618,5618,29,10-09-2025,Closed,Acquitted
5619,5619,23,17-10-2023,Pending,Probation
5620,5620,75,30-01-2024,Pending,Death Sentence
5621,5621,33,04-05-2021,Appeal,Parole
5622,5622,47,17-09-2023,Investigation,Case Dismissed
5623,5623,40,21-08-2025,Trial,Pending
5624,5624,28,13-01-2025,Convicted,Guilty
5625,5625,70,17-11-2023,Trial,Probation
5626,5626,40,02-05-2024,Appeal,Fine Imposed
5627,5627,68,09-09-2022,Transferred,Death Sentence
5628,5628,75,27-04-2023,Investigation,Pending
5629,5629,66,11-03-2022,Acquitted,Compensation Ordered
5630,5630,68,09-10-2022,Appeal,
5631,5631,25,12-10-2023,Investigation,Community Service
5632,5632,48,09-07-2023,Suspended,
5633,5633,61,28-12-2024,Appeal,
5634,5634,58,24-06-2024,Acquitted,Bail Granted
5635,5635,39,05-05-2024,Suspended,Life Imprisonment
5636,5636,22,11-06-2025,Transferred,Death Sentence
5637,5637,43,26-08-2023,Pending,
5638,5638,46,06-11-2022,Investigation,
5639,5639,39,15-12-2023,Closed,Bail Granted
5640,5640,67,26-02-2024,Transferred,Bail Granted
5641,5641,72,17-05-2023,Trial,Suspended Sentence
5642,5642,14,01-06-2024,Closed,
5643,5643,65,25-07-2024,Pending,Compensation Ordered
5644,5644,6,15-07-2024,Suspended,Fine Imposed
5645,5645,50,14-06-2025,Convicted,
5646,5646,73,10-09-2025,Appeal,Death Sentence
5647,5647,18,06-07-2022,Pending,
5648,5648,19,04-10-2025,Pending,Suspended Sentence
5649,5649,39,02-10-2025,Closed,Life Imprisonment
5650,5650,56,28-07-2024,Pending,Pending
5651,5651,73,19-03-2025,Transferred,Life Imprisonment
5652,5652,42,18-07-2023,Appeal,
5653,5653,36,10-01-2023,Suspended,
5654,5654,47,01-10-2025,Closed,
5655,5655,55,30-03-2024,Investigation,Suspended Sentence
5656,5656,60,11-01-2025,Pending,Guilty
5657,5657,57,18-06-2025,Convicted,Life Imprisonment
5658,5658,40,22-10-2021,Investigation,Probation
5659,5659,7,23-04-2023,Trial,Community Service
5660,5660,47,05-04-2023,Pending,Bail Granted
5661,5661,60,23-12-2024,Investigation,Suspended Sentence
5662,5662,29,12-07-2023,Closed,
5663,5663,6,30-11-2024,Transferred,Fine Imposed
5664,5664,23,13-07-2024,Investigation,Acquitted
5665,5665,15,23-03-2024,Transferred,Parole
5666,5666,33,14-10-2023,Convicted,Fine Imposed
5667,5667,9,04-01-2025,Suspended,Probation
5668,5668,14,25-08-2025,Acquitted,Parole
5669,5669,34,24-11-2022,Convicted,Suspended Sentence
5670,5670,53,25-03-2025,Convicted,Guilty
5671,5671,54,31-05-2024,Suspended,Death Sentence
5672,5672,34,02-10-2025,Trial,Community Service
5673,5673,44,07-12-2023,Convicted,Suspended Sentence
5674,5674,38,04-12-2024,Closed,Fine Imposed
5675,5675,51,19-11-2021,Investigation,
5676,5676,45,06-04-2021,Acquitted,Suspended Sentence
5677,5677,6,29-08-2024,Investigation,
5678,5678,56,30-06-2024,Convicted,
5679,5679,30,13-09-2023,Investigation,Case Dismissed
5680,5680,3,18-09-2025,Pending,Parole
5681,5681,14,15-09-2025,Closed,
5682,5682,8,15-07-2025,Trial,Bail Granted
5683,5683,48,12-09-2025,Pending,Case Dismissed
5684,5684,70,04-04-2025,Appeal,Acquitted
5685,5685,24,08-01-2023,Closed,Community Service
5686,5686,37,19-12-2021,Acquitted,Probation
5687,5687,9,01-02-2021,Convicted,Death Sentence
5688,5688,28,23-11-2021,Convicted,Guilty
5689,5689,37,12-05-2023,Transferred,Case Dismissed
5690,5690,4,21-12-2024,Trial,
5691,5691,6,12-05-2025,Investigation,
5692,5692,4,26-07-2023,Pending,Case Dismissed
5693,5693,26,10-05-2025,Investigation,Pending
5694,5694,43,21-03-2021,Investigation,Case Dismissed
5695,5695,22,27-03-2025,Appeal,
5696,5696,45,08-01-2023,Closed,
5697,5697,12,28-11-2023,Investigation,Community Service
5698,5698,43,21-12-2024,Closed,Compensation Ordered
5699,5699,61,25-01-2025,Convicted,
5700,5700,15,03-09-2024,Suspended,Bail Granted
5701,5701,8,19-01-2024,Trial,
5702,5702,50,02-03-2025,Closed,Death Sentence
5703,5703,20,06-08-2025,Convicted,Compensation Ordered
5704,5704,11,17-06-2024,Convicted,
5705,5705,61,03-11-2024,Convicted,
5706,5706,47,25-07-2023,Pending,Bail Granted
5707,5707,53,23-09-2023,Appeal,
5708,5708,42,11-10-2023,Pending,Suspended Sentence
5709,5709,72,11-09-2024,Pending,
5710,5710,15,05-01-2024,Appeal,Suspended Sentence
5711,5711,30,07-08-2023,Investigation,Case Dismissed
5712,5712,39,20-01-2022,Closed,Death Sentence
5713,5713,72,12-05-2024,Trial,Death Sentence
5714,5714,8,18-04-2022,Transferred,
5715,5715,66,07-06-2024,Convicted,
5716,5716,14,13-11-2022,Pending,Community Service
5717,5717,13,20-10-2021,Appeal,
5718,5718,38,06-10-2025,Trial,
5719,5719,60,21-02-2022,Pending,Compensation Ordered
5720,5720,19,20-10-2023,Pending,Life Imprisonment
5721,5721,49,16-07-2025,Appeal,Life Imprisonment
5722,5722,59,21-09-2025,Suspended,Pending
5723,5723,33,13-10-2021,Pending,Life Imprisonment
5724,5724,28,01-09-2024,Transferred,
5725,5725,31,07-03-2024,Appeal,Parole
5726,5726,59,24-07-2023,Trial,Bail Granted
5727,5727,17,30-11-2023,Investigation,
5728,5728,73,17-11-2022,Transferred,
5729,5729,23,10-09-2025,Closed,
5730,5730,8,10-04-2024,Appeal,Death Sentence
5731,5731,17,08-08-2024,Investigation,
5732,5732,37,15-06-2025,Appeal,Probation
5733,5733,61,01-01-2024,Pending,Community Service
5734,5734,11,10-12-2020,Transferred,Death Sentence
5735,5735,32,05-10-2025,Acquitted,Bail Granted
5736,5736,36,19-10-2022,Appeal,Probation
5737,5737,59,10-03-2024,Trial,
5738,5738,32,30-05-2024,Pending,Life Imprisonment
5739,5739,10,14-03-2021,Trial,Parole
5740,5740,68,08-06-2021,Acquitted,Death Sentence
5741,5741,8,02-04-2023,Acquitted,Life Imprisonment
5742,5742,19,12-08-2022,Appeal,Acquitted
5743,5743,62,31-05-2025,Acquitted,Parole
5744,5744,11,05-02-2023,Investigation,Guilty
5745,5745,68,01-02-2022,Trial,Fine Imposed
5746,5746,34,24-04-2023,Pending,Case Dismissed
5747,5747,15,13-07-2024,Pending,Parole
5748,5748,9,01-07-2021,Transferred,Fine Imposed
5749,5749,48,17-07-2023,Suspended,Bail Granted
5750,5750,45,19-11-2021,Closed,Acquitted
5751,5751,36,12-03-2023,Closed,Compensation Ordered
5752,5752,27,15-03-2025,Closed,
5753,5753,10,28-05-2023,Appeal,
5754,5754,42,22-10-2022,Investigation,
5755,5755,22,26-06-2024,Acquitted,Community Service
5756,5756,22,06-05-2024,Transferred,Suspended Sentence
5757,5757,39,28-10-2024,Acquitted,Bail Granted
5758,5758,29,10-02-2024,Suspended,Case Dismissed
5759,5759,3,03-10-2024,Transferred,Pending
5760,5760,68,16-11-2023,Closed,Community Service
5761,5761,16,12-11-2021,Trial,Death Sentence
5762,5762,30,26-08-2022,Closed,Case Dismissed
5763,5763,44,08-08-2021,Acquitted,Pending
5764,5764,11,11-06-2024,Convicted,Death Sentence
5765,5765,7,15-10-2023,Pending,Suspended Sentence
5766,5766,10,25-09-2024,Trial,
5767,5767,47,02-05-2025,Trial,Compensation Ordered
5768,5768,17,16-11-2023,Suspended,Community Service
5769,5769,21,27-02-2025,Transferred,Case Dismissed
5770,5770,20,23-06-2024,Acquitted,Case Dismissed
5771,5771,22,21-07-2021,Trial,Fine Imposed
5772,5772,23,06-03-2024,Acquitted,
5773,5773,26,12-11-2023,Convicted,Pending
5774,5774,10,11-07-2022,Closed,Pending
5775,5775,73,07-08-2024,Appeal,
5776,5776,1,12-03-2024,Acquitted,Probation
5777,5777,50,16-04-2025,Suspended,
5778,5778,12,23-03-2021,Investigation,Fine Imposed
5779,5779,44,03-06-2022,Convicted,
5780,5780,5,04-08-2024,Pending,Fine Imposed
5781,5781,72,28-01-2025,Closed,Acquitted
5782,5782,5,11-11-2024,Convicted,Community Service
5783,5783,54,26-02-2024,Investigation,Pending
5784,5784,62,30-08-2021,Convicted,Life Imprisonment
5785,5785,47,18-12-2022,Investigation,
5786,5786,54,03-02-2021,Convicted,Bail Granted
5787,5787,69,24-07-2023,Appeal,Bail Granted
5788,5788,5,04-12-2023,Closed,Death Sentence
5789,5789,9,28-07-2024,Acquitted,Suspended Sentence
5790,5790,50,15-04-2021,Transferred,Case Dismissed
5791,5791,61,20-11-2022,Trial,
5792,5792,7,27-06-2024,Appeal,Fine Imposed
5793,5793,42,22-11-2021,Trial,Acquitted
5794,5794,20,11-09-2023,Trial,Community Service
5795,5795,13,07-08-2025,Appeal,Probation
5796,5796,18,21-07-2024,Suspended,Parole
5797,5797,44,24-10-2022,Trial,Pending
5798,5798,45,25-02-2024,Trial,Parole
5799,5799,2,19-11-2022,Appeal,Fine Imposed
5800,5800,50,08-01-2021,Trial,Fine Imposed
5801,5801,38,21-07-2025,Investigation,Pending
5802,5802,73,18-05-2024,Transferred,Parole
5803,5803,51,30-06-2023,Appeal,
5804,5804,67,25-07-2024,Closed,Suspended Sentence
5805,5805,28,09-09-2024,Pending,
5806,5806,55,11-07-2021,Acquitted,Death Sentence
5807,5807,71,02-10-2024,Transferred,Compensation Ordered
5808,5808,55,26-02-2025,Closed,Compensation Ordered
5809,5809,43,30-11-2021,Pending,Case Dismissed
5810,5810,65,26-11-2022,Suspended,Probation
5811,5811,43,22-09-2023,Transferred,Acquitted
5812,5812,26,27-06-2025,Convicted,Death Sentence
5813,5813,21,29-01-2025,Suspended,
5814,5814,16,28-07-2025,Closed,
5815,5815,67,02-11-2021,Suspended,
5816,5816,27,27-10-2022,Trial,
5817,5817,46,27-04-2021,Pending,Life Imprisonment
5818,5818,8,30-12-2021,Closed,Suspended Sentence
5819,5819,16,07-12-2022,Investigation,Life Imprisonment
5820,5820,11,26-12-2023,Closed,Case Dismissed
5821,5821,53,07-08-2025,Pending,
5822,5822,67,22-04-2025,Pending,Life Imprisonment
5823,5823,18,29-12-2024,Appeal,Compensation Ordered
5824,5824,64,30-08-2022,Convicted,Parole
5825,5825,27,11-04-2024,Closed,Parole
5826,5826,29,03-04-2024,Appeal,Community Service
5827,5827,52,17-08-2024,Trial,Community Service
5828,5828,22,13-06-2024,Closed,Community Service
5829,5829,61,14-09-2023,Appeal,Pending
5830,5830,49,25-04-2025,Pending,Suspended Sentence
5831,5831,7,07-01-2025,Convicted,Acquitted
5832,5832,20,25-02-2023,Investigation,Death Sentence
5833,5833,51,02-07-2021,Trial,Probation
5834,5834,65,17-08-2025,Appeal,
5835,5835,15,06-10-2025,Closed,Life Imprisonment
5836,5836,72,22-07-2022,Pending,Suspended Sentence
5837,5837,37,10-05-2023,Convicted,
5838,5838,59,20-09-2025,Acquitted,Guilty
5839,5839,7,04-08-2025,Investigation,
5840,5840,3,09-09-2025,Suspended,Guilty
5841,5841,8,01-03-2024,Acquitted,
5842,5842,9,17-11-2022,Acquitted,Death Sentence
5843,5843,6,23-07-2023,Trial,Acquitted
5844,5844,10,29-03-2025,Acquitted,Case Dismissed
5845,5845,13,16-05-2024,Acquitted,Pending
5846,5846,27,05-05-2024,Trial,Case Dismissed
5847,5847,45,17-05-2023,Closed,Fine Imposed
5848,5848,7,01-05-2023,Acquitted,Probation
5849,5849,47,27-12-2022,Trial,
5850,5850,13,03-02-2025,Transferred,Probation
5851,5851,70,14-03-2025,Trial,Fine Imposed
5852,5852,8,25-08-2025,Transferred,Death Sentence
5853,5853,44,16-08-2022,Transferred,Parole
5854,5854,37,04-10-2025,Pending,
5855,5855,49,26-10-2024,Investigation,Community Service
5856,5856,22,11-07-2024,Investigation,
5857,5857,44,02-03-2025,Convicted,Parole
5858,5858,63,29-03-2025,Investigation,Community Service
5859,5859,18,27-05-2025,Suspended,Case Dismissed
5860,5860,7,01-07-2023,Acquitted,Death Sentence
5861,5861,56,20-04-2025,Closed,Life Imprisonment
5862,5862,20,03-08-2022,Trial,Case Dismissed
5863,5863,23,18-08-2024,Investigation,Suspended Sentence
5864,5864,25,25-09-2025,Investigation,Probation
5865,5865,73,05-01-2025,Investigation,
5866,5866,29,12-10-2024,Trial,Acquitted
5867,5867,53,28-03-2023,Trial,
5868,5868,45,10-06-2025,Trial,Case Dismissed
5869,5869,6,12-03-2025,Trial,Suspended Sentence
5870,5870,26,27-11-2021,Appeal,Suspended Sentence
5871,5871,38,20-08-2025,Closed,
5872,5872,67,14-09-2023,Pending,Guilty
5873,5873,20,23-08-2024,Pending,Guilty
5874,5874,45,29-01-2025,Appeal,Compensation Ordered
5875,5875,40,07-01-2025,Convicted,Suspended Sentence
5876,5876,52,26-02-2025,Pending,Acquitted
5877,5877,62,23-11-2021,Trial,Pending
5878,5878,5,02-11-2022,Acquitted,
5879,5879,42,04-03-2023,Appeal,Probation
5880,5880,39,01-07-2021,Suspended,
5881,5881,34,05-04-2025,Suspended,Bail Granted
5882,5882,38,22-10-2023,Trial,
5883,5883,67,07-10-2023,Transferred,Suspended Sentence
5884,5884,9,14-03-2025,Transferred,Fine Imposed
5885,5885,73,12-06-2023,Appeal,Parole
5886,5886,1,29-08-2025,Appeal,Community Service
5887,5887,46,12-10-2024,Closed,
5888,5888,34,22-05-2022,Appeal,
5889,5889,28,30-06-2025,Closed,Compensation Ordered
5890,5890,33,28-08-2024,Pending,
5891,5891,17,10-10-2024,Closed,Fine Imposed
5892,5892,55,17-05-2024,Investigation,Pending
5893,5893,65,11-12-2023,Transferred,Suspended Sentence
5894,5894,35,08-12-2021,Suspended,Guilty
5895,5895,42,26-10-2024,Appeal,Fine Imposed
5896,5896,61,06-05-2024,Convicted,Suspended Sentence
5897,5897,15,05-07-2022,Pending,Fine Imposed
5898,5898,72,21-12-2022,Convicted,Life Imprisonment
