fir_id,station_id,date_registered,crime_type,incident_location,status,details
4590,99,2025-07-11 01:23:04,Terrorism,"141, HSR Layout, Ludhiana - 940891",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 1,715,982 involved."
4591,138,2023-11-23 03:24:38,Ransomware Attack,"954, OMR, Coimbatore - 291369",Under Investigation,"Tax evasion case with undisclosed income of Rs. 1,883,411 detected."
4592,124,2023-01-26 06:05:02,Property Dispute,"233, Saket, Rajkot - 240872",Registered,"Cyber crime involving online fraud and identity theft, 4,225,167 transferred illegally."
4593,40,2022-11-01 20:36:27,Wildlife Crime,"688, RT Nagar, Visakhapatnam - 804137",Closed - Untraced,Environmental crime case involving illegal dumping of 14 tons of waste.
4594,75,2024-03-20 16:38:26,Assault,"93, New Town, Kochi - 922062",Closed - Final Report,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,243,340."
4595,7,2023-04-02 20:28:46,Rioting,"534, Church Street, Bhubaneswar - 899268",Closed - Final Report,Arms trafficking case with recovery of 24 illegal firearms and ammunition.
4596,63,2023-09-05 10:04:05,Ransomware Attack,"872, Porur, Gwalior - 411357",Closed - Final Report,"Money laundering investigation with suspicious transactions totaling Rs. 2,762,445."
4597,101,2022-11-03 02:18:58,Cyber Crime,"556, Porur, Ajmer - 845391",Under Investigation,Land grabbing case involving 68 acres of disputed property.
4598,64,2023-07-01 14:48:28,Drug Trafficking,"149, JP Nagar, Kota - 874121",Pending Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 2,059,546."
4599,82,2023-12-09 00:19:32,Theft,"959, DLF Phase, Hyderabad - 394089",Registered,Drug trafficking case with 7 kg of contraband substances recovered.
4600,62,2021-10-08 03:34:21,Vehicle Theft,"502, Vasant Kunj, Kochi - 480217",Registered,"Burglary at commercial establishment during night hours, property worth Rs. 1,612,465 stolen."
4601,107,2022-12-27 05:09:02,Sedition,"747, Thane, Rajkot - 305838",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 3 witnesses present."
4602,144,2024-07-01 23:30:28,Arms Trafficking,"366, Thane, Noida - 775857",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 2,532,615."
4603,94,2021-01-13 02:45:53,Online Harassment,"372, Pitampura, Kochi - 731801",Registered,Cyberstalking case with digital evidence including 39 pieces of documentation.
4604,94,2024-06-05 18:30:25,Land Grabbing,"661, Yelahanka, Ghaziabad - 311572",Closed - Final Report,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4605,22,2025-03-16 23:08:29,Chain Snatching,"115, Malleswaram, Vadodara - 893084",Closed - Untraced,Land grabbing case involving 62 acres of disputed property.
4606,150,2024-08-31 11:43:43,Burglary,"834, Park Street, Raipur - 589926",Closed - Final Report,Human trafficking case involving 4 victims rescued from illegal operations.
4607,121,2022-03-19 00:16:56,Chain Snatching,"126, Brigade Road, Meerut - 999524",Under Investigation,"Tax evasion case with undisclosed income of Rs. 2,563,164 detected."
4608,64,2024-08-16 19:29:06,Cyberstalking,"168, Electronic City, Bhopal - 864976",Charge Sheet Filed,Cyberstalking case with digital evidence including 17 pieces of documentation.
4609,120,2024-09-30 00:26:27,Phishing,"863, Vasant Kunj, Ujjain - 121877",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 3,168,793 involved."
4610,90,2024-04-03 00:02:55,Acid Attack,"457, Borivali, Gwalior - 776304",Under Investigation,Land grabbing case involving 19 acres of disputed property.
4611,12,2025-05-31 13:38:42,Forgery,"854, Indiranagar, Chandigarh - 972293",Closed - Final Report,"Vehicle theft case with registration number MH-54-AA-6753, CCTV footage available."
4612,28,2024-06-15 07:59:34,Ransomware Attack,"696, New Town, Agra - 427544",Closed - Untraced,Human trafficking case involving 8 victims rescued from illegal operations.
4613,45,2023-06-20 00:15:10,Vehicle Theft,"778, HSR Layout, Ujjain - 760097",Closed - Final Report,Arms trafficking case with recovery of 67 illegal firearms and ammunition.
4614,54,2022-10-19 04:42:29,Child Abuse,"225, Nehru Place, Jammu - 450402",Under Investigation,"Insurance fraud case with fraudulent claims worth Rs. 3,005,680."
4615,128,2024-03-12 07:30:54,Cheating,"578, BTM Layout, Guwahati - 401794",Closed - Untraced,Drug trafficking case with 79 kg of contraband substances recovered.
4616,69,2021-06-18 19:09:07,Illegal Construction,"969, MG Road Gurgaon, Noida - 125306",Under Investigation,"Cyber crime involving online fraud and identity theft, 1,298,964 transferred illegally."
4617,72,2024-10-03 23:45:05,Human Trafficking,"57, Rajajinagar, Ajmer - 219118",Closed - Final Report,"Cyber crime involving online fraud and identity theft, 1,391,301 transferred illegally."
4618,45,2024-02-09 11:31:34,Ransomware Attack,"275, Marathahalli, Agra - 660230",Charge Sheet Filed,"Fraud case involving fake documents and financial transactions worth Rs. 2,955,947."
4619,121,2023-10-04 06:34:49,Robbery,"327, Borivali, Indore - 506685",Pending Investigation,Cyberstalking case with digital evidence including 20 pieces of documentation.
4620,86,2023-01-11 09:40:33,Gambling,"321, Sealdah, Chandigarh - 841175",Charge Sheet Filed,Land grabbing case involving 82 acres of disputed property.
4621,122,2023-07-13 09:27:42,Illegal Construction,"581, Pitampura, Nashik - 894958",Registered,Drug trafficking case with 86 kg of contraband substances recovered.
4622,12,2025-03-29 01:10:40,Terrorism,"491, Karol Bagh, Dehradun - 990321",Closed - Final Report,"Money laundering investigation with suspicious transactions totaling Rs. 3,651,867."
4623,33,2025-07-24 19:37:01,Online Harassment,"729, HSR Layout, Jodhpur - 219683",Charge Sheet Filed,Environmental crime case involving illegal dumping of 44 tons of waste.
4624,132,2024-09-19 06:27:11,Cyber Crime,"24, Pitampura, Udaipur - 625694",Charge Sheet Filed,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,007,158."
4625,125,2024-12-08 04:15:59,Piracy,"738, Andheri, Jodhpur - 711894",Closed - Final Report,Drug trafficking case with 14 kg of contraband substances recovered.
4626,55,2025-07-20 20:51:25,Identity Theft,"166, Vasant Kunj, Jabalpur - 681772",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 18 days."
4627,105,2023-11-17 01:01:59,Arms Trafficking,"271, New Town, Jaipur - 335577",Pending Investigation,"Cyber crime involving online fraud and identity theft, 3,167,964 transferred illegally."
4628,12,2022-02-16 14:12:00,Arms Trafficking,"189, Hennur, Chennai - 549806",Closed - Untraced,"Tax evasion case with undisclosed income of Rs. 2,120,875 detected."
4629,68,2024-07-04 06:08:13,Cyberstalking,"501, Ballygunge, Bhubaneswar - 910641",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 3,088,881 stolen."
4630,67,2025-09-23 03:23:04,Cyberstalking,"709, Cyber City, Bangalore - 341753",Closed - Final Report,Cyberstalking case with digital evidence including 7 pieces of documentation.
4631,72,2022-07-10 13:42:11,Forgery,"654, Howrah, Patna - 741432",Pending Investigation,"Tax evasion case with undisclosed income of Rs. 4,163,076 detected."
4632,150,2024-01-11 12:06:20,Credit Card Fraud,"472, New Town, Visakhapatnam - 792190",Closed - Untraced,Environmental crime case involving illegal dumping of 6 tons of waste.
4633,137,2024-12-26 02:10:33,Drug Trafficking,"624, Juhu, Faridabad - 473731",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4634,114,2021-10-18 09:23:43,Tax Evasion,"632, Dwarka, Coimbatore - 794185",Charge Sheet Filed,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 2,028,462."
4635,37,2024-05-04 11:35:38,Counterfeiting,"822, MG Road, Udaipur - 609095",Closed - Final Report,"Counterfeiting case with fake currency notes worth Rs. 4,032,770 seized."
4636,6,2025-01-14 21:52:10,Robbery,"803, BTM Layout, Bangalore - 378775",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 1,770,210 involved."
4637,79,2023-06-12 12:56:32,Rioting,"90, Whitefield, Visakhapatnam - 304301",Charge Sheet Filed,Land grabbing case involving 23 acres of disputed property.
4638,44,2025-04-11 10:09:13,Bank Fraud,"506, Pitampura, Bangalore - 225820",Registered,"Tax evasion case with undisclosed income of Rs. 3,906,944 detected."
4639,124,2022-01-02 18:44:55,Theft,"989, Park Street, Ranchi - 139062",Under Investigation,"Tax evasion case with undisclosed income of Rs. 3,538,775 detected."
4640,58,2024-01-23 13:16:30,Rioting,"553, Cyber City, Kolkata - 571006",Registered,Cyberstalking case with digital evidence including 40 pieces of documentation.
4641,143,2022-12-06 10:43:26,Rioting,"2, Jayanagar, Nagpur - 738918",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4642,120,2023-04-08 12:47:20,Rioting,"871, Connaught Place, Patna - 394861",Under Investigation,Robbery incident reported with 6 suspects involved using weapons.
4643,137,2024-01-14 05:34:30,Land Grabbing,"725, Powai, Coimbatore - 534477",Closed - Untraced,"Vehicle theft case with registration number TN-65-AA-5550, CCTV footage available."
4644,69,2025-02-18 06:47:47,Elder Abuse,"998, Esplanade, Noida - 845646",Closed - Final Report,"Insurance fraud case with fraudulent claims worth Rs. 3,304,058."
4645,4,2025-08-27 12:02:15,Land Grabbing,"623, ECR, Jabalpur - 897368",Under Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 1,714,381 stolen."
4646,45,2025-01-13 10:01:43,Forgery,"943, Pitampura, Dehradun - 432984",Closed - Untraced,Cyberstalking case with digital evidence including 24 pieces of documentation.
4647,67,2024-06-06 11:16:22,Land Grabbing,"87, Palace Road, Udaipur - 863120",Registered,"Insurance fraud case with fraudulent claims worth Rs. 2,021,341."
4648,20,2024-03-07 18:15:20,Assault,"177, MG Road, Kolkata - 370469",Charge Sheet Filed,Cyberstalking case with digital evidence including 15 pieces of documentation.
4649,138,2024-03-29 19:46:08,Robbery,"701, Connaught Place, Lucknow - 438457",Closed - Final Report,"Counterfeiting case with fake currency notes worth Rs. 1,060,190 seized."
4650,55,2025-07-12 10:13:06,Illegal Construction,"733, Adyar, Bhubaneswar - 989629",Charge Sheet Filed,"Insurance fraud case with fraudulent claims worth Rs. 4,902,062."
4651,55,2023-08-30 17:00:44,Elder Abuse,"525, BTM Layout, Gwalior - 169781",Under Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4652,34,2023-07-08 13:39:51,Child Abuse,"561, Dwarka, Mumbai - 193680",Registered,"Insurance fraud case with fraudulent claims worth Rs. 2,591,846."
4653,88,2023-03-26 06:23:59,Tax Evasion,"982, Powai, Indore - 516976",Charge Sheet Filed,"Money laundering investigation with suspicious transactions totaling Rs. 4,499,097."
4654,97,2024-05-06 01:50:47,Phishing,"899, Indiranagar, Madurai - 659135",Pending Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 753,122."
4655,124,2024-05-20 01:33:13,Theft,"515, DLF Phase, Kolkata - 189302",Closed - Final Report,"Assault case filed with medical evidence submitted, victim hospitalized for 6 days."
4656,31,2024-08-17 10:36:43,Acid Attack,"310, Yelahanka, Delhi - 777371",Under Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 25 days."
4657,91,2023-04-20 22:32:56,Credit Card Fraud,"94, Rajajinagar, Jabalpur - 656230",Closed - Untraced,"Assault case filed with medical evidence submitted, victim hospitalized for 10 days."
4658,11,2023-10-13 02:58:44,Sedition,"828, Brigade Road, Surat - 604673",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 4,390,138 involved."
4659,20,2024-10-12 23:17:45,Phishing,"267, Anna Nagar, Nagpur - 340671",Pending Investigation,"Assault case filed with medical evidence submitted, victim hospitalized for 9 days."
4660,34,2021-07-18 02:16:48,Murder,"860, Juhu, Indore - 123641",Closed - Final Report,Arms trafficking case with recovery of 48 illegal firearms and ammunition.
4661,23,2020-10-13 06:33:26,Murder,"719, Saket, Nagpur - 382677",Pending Investigation,"Corruption case against public official, bribe amount Rs. 3,654,070 involved."
4662,25,2023-07-17 07:39:05,Forgery,"395, Sealdah, Shimla - 782483",Closed - Final Report,Robbery incident reported with 8 suspects involved using weapons.
4663,24,2024-05-06 00:28:28,Corruption,"70, Bandra, Nashik - 368003",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 1,928,911 transferred illegally."
4664,30,2025-06-11 11:11:18,Theft,"471, Jayanagar, Chennai - 771262",Closed - Untraced,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4665,116,2023-09-06 23:09:56,Bribery,"21, Sealdah, Ujjain - 421077",Under Investigation,"Corruption case against public official, bribe amount Rs. 205,330 involved."
4666,85,2025-08-05 05:26:32,Counterfeiting,"804, Dwarka, Jaipur - 201621",Pending Investigation,"Tax evasion case with undisclosed income of Rs. 2,975,803 detected."
4667,15,2025-09-22 14:43:24,Human Trafficking,"148, Koramangala, Indore - 409990",Closed - Final Report,Environmental crime case involving illegal dumping of 30 tons of waste.
4668,31,2022-12-10 06:29:27,Fraud,"899, Rohini, Coimbatore - 660541",Registered,"Counterfeiting case with fake currency notes worth Rs. 2,444,046 seized."
4669,5,2020-12-13 02:18:33,Honor Killing,"117, Howrah, Vadodara - 229627",Closed - Untraced,"Vehicle theft case with registration number DL-71-AB-9025, CCTV footage available."
4670,129,2023-04-16 15:54:39,Cheating,"166, Janakpuri, Trivandrum - 996066",Charge Sheet Filed,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4671,12,2025-02-08 08:21:05,Data Breach,"670, ECR, Indore - 922614",Registered,Drug trafficking case with 22 kg of contraband substances recovered.
4672,61,2023-12-04 01:15:54,Bank Fraud,"709, Powai, Bhopal - 477617",Under Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4673,70,2023-05-07 04:22:41,Murder,"964, Palace Road, Udaipur - 345678",Pending Investigation,"Insurance fraud case with fraudulent claims worth Rs. 2,065,939."
4674,11,2023-02-01 03:32:03,Property Dispute,"391, Brigade Road, Raipur - 248990",Under Investigation,Robbery incident reported with 7 suspects involved using weapons.
4675,8,2022-01-31 14:25:03,Vehicle Theft,"522, Juhu, Delhi - 488922",Under Investigation,Human trafficking case involving 5 victims rescued from illegal operations.
4676,76,2025-07-14 12:25:42,Environmental Crime,"477, Palace Road, Srinagar - 512557",Closed - Final Report,"Assault case filed with medical evidence submitted, victim hospitalized for 1 days."
4677,17,2020-10-21 21:32:53,Assault,"662, HSR Layout, Indore - 363203",Closed - Untraced,"Chain snatching incident in busy market area during peak hours, 8 witnesses present."
4678,74,2025-09-09 03:03:44,Tax Evasion,"245, Palace Road, Kanpur - 272275",Closed - Final Report,"Cyber crime involving online fraud and identity theft, 4,249,954 transferred illegally."
4679,13,2023-12-28 00:16:46,Illegal Construction,"787, ECR, Kochi - 393987",Pending Investigation,"Tax evasion case with undisclosed income of Rs. 964,425 detected."
4680,65,2023-03-21 09:35:04,Robbery,"41, Malleswaram, Nagpur - 715261",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 3,017,712."
4681,78,2023-08-26 22:41:52,Data Breach,"975, Pitampura, Kota - 219758",Closed - Untraced,"Vehicle theft case with registration number KA-39-AC-1341, CCTV footage available."
4682,80,2021-01-24 02:59:55,Extortion,"687, Rajarhat, Kochi - 629583",Closed - Untraced,"Money laundering investigation with suspicious transactions totaling Rs. 3,310,240."
4683,14,2023-04-27 13:00:01,Rape,"970, Palace Road, Coimbatore - 370786",Charge Sheet Filed,Drug trafficking case with 75 kg of contraband substances recovered.
4684,130,2022-12-08 06:44:42,Vehicle Theft,"84, Dadar, Jaipur - 218578",Under Investigation,"Tax evasion case with undisclosed income of Rs. 4,122,700 detected."
4685,145,2022-11-09 19:41:36,Terrorism,"762, Park Street, Kanpur - 594004",Under Investigation,"Insurance fraud case with fraudulent claims worth Rs. 4,018,952."
4686,104,2022-08-18 09:58:24,Tax Evasion,"483, JP Nagar, Kolkata - 994100",Closed - Untraced,Land grabbing case involving 33 acres of disputed property.
4687,90,2023-07-24 09:17:19,Cyber Crime,"962, Cyber City, Bangalore - 628523",Closed - Final Report,"Corruption case against public official, bribe amount Rs. 2,720,844 involved."
4688,6,2023-06-11 09:15:53,Environmental Crime,"25, Rajarhat, Thane - 199804",Registered,"Insurance fraud case with fraudulent claims worth Rs. 2,298,754."
4689,46,2020-10-17 06:49:46,Bank Fraud,"702, ECR, Ludhiana - 917632",Closed - Final Report,"Chain snatching incident in busy market area during peak hours, 8 witnesses present."
4690,116,2025-09-01 15:18:09,Property Dispute,"27, Golf Course Road, Surat - 453262",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 430,680."
4691,150,2023-08-10 13:16:36,Dowry Death,"739, RT Nagar, Kolkata - 514634",Charge Sheet Filed,"Assault case filed with medical evidence submitted, victim hospitalized for 10 days."
4692,26,2024-02-25 13:57:58,Credit Card Fraud,"181, Electronic City, Kolkata - 582809",Closed - Untraced,"Fraud case involving fake documents and financial transactions worth Rs. 4,462,142."
4693,127,2025-05-02 08:33:08,Kidnapping,"539, ECR, Guwahati - 343321",Registered,Drug trafficking case with 55 kg of contraband substances recovered.
4694,43,2023-05-11 02:12:31,Credit Card Fraud,"732, Lajpat Nagar, Patna - 222992",Closed - Final Report,Environmental crime case involving illegal dumping of 82 tons of waste.
4695,116,2024-08-10 20:36:01,Fraud,"288, Salt Lake, Shimla - 407780",Under Investigation,"Vehicle theft case with registration number MH-26-AB-4479, CCTV footage available."
4696,104,2023-08-14 01:27:07,Rioting,"65, JP Nagar, Kolkata - 542581",Under Investigation,"Vehicle theft case with registration number TN-89-AA-9034, CCTV footage available."
4697,12,2022-10-11 15:38:26,Dowry Death,"522, Andheri, Shimla - 357487",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 4,704,993 seized."
4698,122,2021-08-16 00:07:30,Dowry Death,"117, Sealdah, Delhi - 947253",Charge Sheet Filed,"Cyber crime involving online fraud and identity theft, 305,899 transferred illegally."
4699,76,2022-11-05 03:25:40,Property Dispute,"259, Ballygunge, Ahmedabad - 282460",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 4,642,646 stolen."
4700,57,2024-05-25 15:26:12,Forgery,"357, Esplanade, Faridabad - 588805",Pending Investigation,Land grabbing case involving 76 acres of disputed property.
4701,108,2022-07-23 15:08:40,Acid Attack,"707, Rajarhat, Nashik - 726284",Closed - Untraced,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 3,347,259."
4702,79,2023-06-24 02:10:56,Cheating,"962, Rohini, Srinagar - 720915",Charge Sheet Filed,"Theft occurred at residential area involving mobile phone and cash amounting to Rs. 4,568,595."
4703,54,2023-06-08 19:56:24,Sedition,"339, Cyber City, Agra - 189805",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4704,78,2024-05-31 21:21:38,Human Trafficking,"344, Sohna Road, Ranchi - 370190",Registered,"Insurance fraud case with fraudulent claims worth Rs. 2,353,274."
4705,29,2025-01-06 01:30:12,Gambling,"266, Adyar, Ajmer - 353138",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4706,21,2023-04-01 13:00:27,Chain Snatching,"427, Koramangala, Coimbatore - 580845",Charge Sheet Filed,"Chain snatching incident in busy market area during peak hours, 12 witnesses present."
4707,89,2024-06-25 08:02:48,Wildlife Crime,"268, Vasant Kunj, Rajkot - 956769",Charge Sheet Filed,Arms trafficking case with recovery of 50 illegal firearms and ammunition.
4708,8,2021-12-31 07:42:23,Tax Evasion,"830, Electronic City, Thane - 828990",Under Investigation,"Tax evasion case with undisclosed income of Rs. 4,158,234 detected."
4709,53,2024-10-08 22:53:17,Environmental Crime,"174, Karol Bagh, Nagpur - 168148",Pending Investigation,Human trafficking case involving 13 victims rescued from illegal operations.
4710,34,2021-04-26 10:13:02,Rape,"950, Powai, Vadodara - 479619",Closed - Final Report,Environmental crime case involving illegal dumping of 38 tons of waste.
4711,139,2023-06-28 04:27:53,Money Laundering,"268, Whitefield, Dehradun - 557995",Registered,Land grabbing case involving 49 acres of disputed property.
4712,39,2024-05-31 17:14:06,Chain Snatching,"187, Esplanade, Kolkata - 534351",Registered,"Insurance fraud case with fraudulent claims worth Rs. 1,363,410."
4713,61,2025-06-28 16:39:57,Robbery,"749, Juhu, Coimbatore - 132244",Registered,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4714,140,2024-05-31 23:02:57,Bank Fraud,"822, OMR, Delhi - 196509",Under Investigation,Robbery incident reported with 8 suspects involved using weapons.
4715,123,2021-03-16 20:29:11,Smuggling,"620, Ballygunge, Ranchi - 667860",Closed - Final Report,Arms trafficking case with recovery of 59 illegal firearms and ammunition.
4716,28,2023-07-08 00:43:51,Extortion,"810, Janakpuri, Visakhapatnam - 898240",Pending Investigation,"Cyber crime involving online fraud and identity theft, 1,311,763 transferred illegally."
4717,99,2023-09-04 19:00:03,Wildlife Crime,"971, Anna Nagar, Pune - 865975",Charge Sheet Filed,Drug trafficking case with 28 kg of contraband substances recovered.
4718,42,2023-09-15 08:11:50,Piracy,"327, Vasant Kunj, Kolkata - 586648",Under Investigation,"Counterfeiting case with fake currency notes worth Rs. 4,038,970 seized."
4719,144,2022-03-31 15:47:49,Acid Attack,"483, MG Road Gurgaon, Indore - 220032",Under Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 1,570,474."
4720,74,2022-11-10 14:30:41,Burglary,"548, Anna Nagar, Coimbatore - 230773",Under Investigation,Human trafficking case involving 18 victims rescued from illegal operations.
4721,24,2021-09-03 02:26:18,Money Laundering,"134, Whitefield, Guwahati - 302612",Under Investigation,"Tax evasion case with undisclosed income of Rs. 115,957 detected."
4722,11,2024-02-14 19:08:08,Rioting,"408, HSR Layout, Vadodara - 111668",Registered,Robbery incident reported with 2 suspects involved using weapons.
4723,142,2024-04-17 21:53:44,Terrorism,"889, Vasant Kunj, Lucknow - 303373",Charge Sheet Filed,"Cyber crime involving online fraud and identity theft, 2,415,980 transferred illegally."
4724,99,2024-06-07 05:27:32,Criminal Breach of Trust,"922, Pitampura, Trivandrum - 224357",Under Investigation,Land grabbing case involving 5 acres of disputed property.
4725,54,2020-12-18 07:19:23,Dowry Death,"760, Pitampura, Shimla - 624514",Closed - Final Report,"Counterfeiting case with fake currency notes worth Rs. 4,750,478 seized."
4726,124,2025-04-22 13:29:57,Vehicle Theft,"477, RT Nagar, Rajkot - 225720",Registered,Environmental crime case involving illegal dumping of 56 tons of waste.
4727,45,2021-06-28 08:32:25,Online Harassment,"773, BTM Layout, Udaipur - 424067",Closed - Final Report,Cyberstalking case with digital evidence including 47 pieces of documentation.
4728,112,2021-09-15 20:28:13,Domestic Violence,"259, Adyar, Lucknow - 951290",Charge Sheet Filed,Land grabbing case involving 94 acres of disputed property.
4729,43,2024-01-12 07:28:16,Insurance Fraud,"143, Indiranagar, Bhubaneswar - 893090",Pending Investigation,"Fraud case involving fake documents and financial transactions worth Rs. 3,472,590."
4730,40,2024-06-29 11:48:26,Theft,"961, Jayanagar, Chennai - 460114",Closed - Final Report,"Vehicle theft case with registration number TN-53-AA-5717, CCTV footage available."
4731,5,2021-03-21 23:13:18,Smuggling,"621, Howrah, Faridabad - 211231",Under Investigation,Robbery incident reported with 4 suspects involved using weapons.
4732,4,2023-11-25 03:59:14,Cyberstalking,"263, Powai, Kochi - 330194",Registered,"Corruption case against public official, bribe amount Rs. 326,396 involved."
4733,130,2022-10-10 10:24:16,Money Laundering,"431, Borivali, Jaipur - 638408",Charge Sheet Filed,Land grabbing case involving 9 acres of disputed property.
4734,22,2021-11-12 04:35:53,Wildlife Crime,"461, Juhu, Patna - 511411",Pending Investigation,"Vehicle theft case with registration number TN-60-AD-9408, CCTV footage available."
4735,39,2021-12-10 01:11:59,Vehicle Theft,"632, Nehru Place, Thane - 182637",Pending Investigation,"Counterfeiting case with fake currency notes worth Rs. 3,943,801 seized."
4736,30,2023-05-19 08:17:31,Cheating,"985, ECR, Guwahati - 409588",Closed - Untraced,"Cyber crime involving online fraud and identity theft, 1,903,864 transferred illegally."
4737,10,2025-08-30 08:32:45,Murder,"446, Indiranagar, Agra - 402645",Under Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 174,766 stolen."
4738,37,2023-03-02 04:29:00,Elder Abuse,"171, Cyber City, Agra - 417569",Pending Investigation,Environmental crime case involving illegal dumping of 89 tons of waste.
4739,100,2022-12-19 06:28:48,Criminal Breach of Trust,"664, JP Nagar, Guwahati - 268607",Under Investigation,"Counterfeiting case with fake currency notes worth Rs. 2,722,217 seized."
4740,25,2023-11-26 23:58:25,Chain Snatching,"296, New Town, Ludhiana - 449494",Charge Sheet Filed,"Corruption case against public official, bribe amount Rs. 921,746 involved."
4741,131,2025-06-19 01:08:41,Tax Evasion,"478, Golf Course Road, Nagpur - 181092",Under Investigation,"Corruption case against public official, bribe amount Rs. 310,917 involved."
4742,2,2025-04-16 09:45:56,Assault,"768, Dadar, Trivandrum - 796029",Under Investigation,"Corruption case against public official, bribe amount Rs. 4,407,929 involved."
4743,65,2024-01-09 23:32:14,Online Harassment,"888, Saket, Indore - 246675",Under Investigation,"Counterfeiting case with fake currency notes worth Rs. 3,954,223 seized."
4744,100,2022-02-01 21:54:29,Terrorism,"167, Esplanade, Delhi - 249479",Closed - Untraced,Human trafficking case involving 1 victims rescued from illegal operations.
4745,114,2022-10-27 10:04:28,Property Dispute,"42, Sector 18, Raipur - 106950",Registered,"Insurance fraud case with fraudulent claims worth Rs. 1,167,827."
4746,23,2024-01-29 01:11:45,Data Breach,"642, T Nagar, Gwalior - 346637",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 4,588,300 stolen."
4747,17,2022-10-11 08:29:52,Child Abuse,"449, Ballygunge, Shimla - 498783",Charge Sheet Filed,Environmental crime case involving illegal dumping of 33 tons of waste.
4748,34,2022-03-15 06:03:50,Criminal Breach of Trust,"82, Juhu, Kolkata - 605961",Pending Investigation,"Burglary at commercial establishment during night hours, property worth Rs. 2,677,811 stolen."
4749,66,2020-11-06 12:24:36,Gambling,"816, Nehru Place, Indore - 697182",Under Investigation,"Vehicle theft case with registration number KA-19-AA-3091, CCTV footage available."
4750,37,2025-07-01 08:02:03,Identity Theft,"311, Indiranagar, Madurai - 829176",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 183,921 seized."
4751,12,2024-12-31 03:27:46,Insurance Fraud,"594, Janakpuri, Hyderabad - 122602",Registered,Cyberstalking case with digital evidence including 11 pieces of documentation.
4752,102,2023-09-14 15:40:00,Gambling,"234, Cyber City, Trivandrum - 205853",Charge Sheet Filed,"Vehicle theft case with registration number KA-67-AB-2141, CCTV footage available."
4753,64,2023-08-09 09:10:01,Terrorism,"719, Rohini, Ghaziabad - 822515",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4754,126,2024-12-10 00:36:22,Kidnapping,"579, Dwarka, Bhopal - 666921",Pending Investigation,"Domestic violence incident reported by victim's family, ongoing harassment documented."
4755,147,2024-05-30 09:45:01,Phishing,"124, Tambaram, Ajmer - 271830",Charge Sheet Filed,"Tax evasion case with undisclosed income of Rs. 1,364,764 detected."
4756,123,2024-08-07 09:20:29,Kidnapping,"328, Commercial Street, Ranchi - 717048",Under Investigation,"Money laundering investigation with suspicious transactions totaling Rs. 4,241,774."
4757,142,2024-07-10 12:36:09,Extortion,"657, Salt Lake, Patna - 222405",Closed - Final Report,Robbery incident reported with 4 suspects involved using weapons.
4758,96,2023-05-16 16:05:05,Assault,"207, OMR, Bhopal - 933437",Closed - Untraced,"Counterfeiting case with fake currency notes worth Rs. 4,468,872 seized."
4759,56,2023-04-05 06:43:10,Murder,"423, Yelahanka, Srinagar - 352327",Charge Sheet Filed,"Vehicle theft case with registration number GJ-16-AA-1295, CCTV footage available."
4760,20,2024-03-02 14:58:44,Arms Trafficking,"966, Indiranagar, Surat - 210628",Closed - Untraced,"Vehicle theft case with registration number GJ-90-AC-9092, CCTV footage available."
